,feature_code,x,y,z
210492,701,5056545.07,2359014.649,1795.0
210352,701,5056545.414,2359014.649,1794.994
62124,701,5056548.012,2359014.649,1781.435
64016,701,5056543.178,2359014.649,1788.476
62689,701,5056546.885,2359014.658,1781.526
63993,701,5056543.447,2359014.661,1788.336
64020,701,5056543.196,2359014.678,1785.718
62447,701,5056547.275,2359014.679,1786.201
63998,701,5056543.451,2359014.695,1781.51
62395,701,5056547.739,2359014.7,1782.396
210225,701,5056545.837,2359014.705,1796.241
63453,701,5056544.599,2359014.713,1786.478
62126,701,5056548.075,2359014.715,1779.41
62688,701,5056546.996,2359014.719,1788.109
64019,701,5056543.273,2359014.727,1788.417
64447,701,5056542.364,2359014.734,1781.274
64235,701,5056542.719,2359014.738,1780.095
210585,701,5056544.509,2359014.744,1794.98
64021,701,5056543.279,2359014.746,1785.529
62970,701,5056546.26,2359014.748,1785.571
62448,701,5056547.366,2359014.753,1785.667
210584,701,5056544.542,2359014.765,1796.243
210437,701,5056544.712,2359014.767,1794.984
62691,701,5056547.052,2359014.773,1785.731
64001,701,5056543.545,2359014.773,1781.512
62396,701,5056547.823,2359014.774,1781.487
210226,701,5056545.931,2359014.778,1796.247
62716,701,5056546.655,2359014.779,1786.028
210711,701,5056544.06,2359014.782,1796.146
210493,701,5056545.258,2359014.793,1795.0
62690,701,5056547.093,2359014.794,1788.007
63997,701,5056543.625,2359014.803,1788.084
62694,701,5056547.069,2359014.806,1781.022
64449,701,5056542.471,2359014.815,1781.37
62450,701,5056547.454,2359014.82,1784.578
62972,701,5056546.339,2359014.823,1785.534
63699,701,5056544.567,2359014.83,1786.521
64003,701,5056543.611,2359014.831,1780.035
62449,701,5056547.483,2359014.832,1786.025
210438,701,5056544.806,2359014.833,1794.973
210586,701,5056544.636,2359014.839,1796.23
64000,701,5056543.662,2359014.844,1785.822
62693,701,5056547.151,2359014.845,1785.536
210227,701,5056546.009,2359014.845,1796.237
62399,701,5056547.914,2359014.845,1780.287
210712,701,5056544.14,2359014.849,1796.041
64238,701,5056542.866,2359014.85,1781.831
62398,701,5056547.919,2359014.852,1781.399
62718,701,5056546.758,2359014.852,1785.627
62692,701,5056547.175,2359014.862,1787.807
64022,701,5056543.451,2359014.865,1788.17
64451,701,5056542.529,2359014.87,1780.224
64237,701,5056542.899,2359014.871,1783.107
210353,701,5056545.713,2359014.876,1796.241
62451,701,5056547.534,2359014.886,1783.194
64024,701,5056543.433,2359014.894,1780.963
64236,701,5056542.942,2359014.898,1784.584
64023,701,5056543.477,2359014.9,1785.752
62400,701,5056547.974,2359014.912,1777.728
210228,701,5056546.104,2359014.915,1796.223
64002,701,5056543.763,2359014.917,1785.539
210713,701,5056544.237,2359014.917,1795.921
62697,701,5056547.247,2359014.923,1785.433
210494,701,5056545.43,2359014.934,1794.981
62696,701,5056547.284,2359014.94,1787.827
62453,701,5056547.6,2359014.948,1781.703
62720,701,5056546.903,2359014.954,1788.123
62723,701,5056546.886,2359014.974,1781.542
62976,701,5056546.548,2359014.975,1785.949
64452,701,5056542.688,2359014.98,1782.111
64026,701,5056543.561,2359014.98,1781.517
210229,701,5056546.198,2359014.985,1796.206
210714,701,5056544.331,2359014.99,1795.926
62700,701,5056547.335,2359014.99,1784.346
62975,701,5056546.578,2359014.994,1787.989
64239,701,5056543.075,2359014.996,1785.572
62455,701,5056547.646,2359015.002,1777.762
210354,701,5056545.867,2359015.007,1794.988
210495,701,5056545.524,2359015.008,1794.967
62699,701,5056547.378,2359015.017,1787.854
62454,701,5056547.685,2359015.021,1780.768
62722,701,5056546.992,2359015.03,1788.337
64029,701,5056543.611,2359015.038,1780.032
64660,701,5056542.47,2359015.049,1781.41
64454,701,5056542.78,2359015.051,1781.512
210439,701,5056545.086,2359015.051,1795.026
210230,701,5056546.276,2359015.055,1796.222
63134,701,5056545.881,2359015.058,1786.447
210715,701,5056544.419,2359015.063,1796.159
64240,701,5056543.167,2359015.069,1785.633
62456,701,5056547.739,2359015.076,1777.769
62725,701,5056547.042,2359015.079,1785.543
64453,701,5056542.82,2359015.081,1783.134
62701,701,5056547.47,2359015.095,1787.904
64663,701,5056542.531,2359015.109,1780.166
210587,701,5056544.982,2359015.113,1796.138
62728,701,5056547.073,2359015.122,1781.532
210231,701,5056546.369,2359015.129,1796.225
64457,701,5056542.873,2359015.129,1781.542
64662,701,5056542.565,2359015.131,1781.392
64028,701,5056543.78,2359015.134,1786.153
210516,701,5056544.511,2359015.136,1796.221
64241,701,5056543.263,2359015.14,1785.558
62727,701,5056547.127,2359015.148,1785.228
64456,701,5056542.927,2359015.158,1783.231
62702,701,5056547.564,2359015.165,1787.926
62704,701,5056547.561,2359015.187,1780.057
210440,701,5056545.274,2359015.199,1794.99
210232,701,5056546.466,2359015.2,1796.093
64460,701,5056542.968,2359015.203,1781.511
210517,701,5056544.605,2359015.21,1796.223
64242,701,5056543.357,2359015.218,1785.563
62730,701,5056547.216,2359015.218,1784.13
63137,701,5056546.099,2359015.223,1787.787
64008,701,5056544.148,2359015.225,1786.451
62729,701,5056547.238,2359015.232,1785.835
62703,701,5056547.656,2359015.234,1787.97
210496,701,5056545.823,2359015.235,1796.246
64459,701,5056543.018,2359015.235,1783.349
62458,701,5056547.944,2359015.236,1777.734
210233,701,5056546.548,2359015.272,1795.927
64665,701,5056542.739,2359015.273,1780.627
62980,701,5056546.911,2359015.274,1785.121
63402,701,5056545.807,2359015.274,1786.281
62732,701,5056547.287,2359015.278,1782.416
210518,701,5056544.699,2359015.284,1796.226
63401,701,5056545.837,2359015.287,1787.66
64032,701,5056543.978,2359015.288,1786.383
64243,701,5056543.467,2359015.298,1786.174
62982,701,5056546.937,2359015.309,1780.04
64462,701,5056543.11,2359015.309,1783.444
62705,701,5056547.765,2359015.312,1788.002
62981,701,5056546.988,2359015.334,1783.852
210234,701,5056546.645,2359015.339,1795.797
64667,701,5056542.831,2359015.34,1780.02
210519,701,5056544.792,2359015.35,1796.241
62733,701,5056547.372,2359015.352,1781.452
64244,701,5056543.575,2359015.38,1786.238
62706,701,5056547.843,2359015.382,1788.01
64011,701,5056544.368,2359015.388,1787.06
64464,701,5056543.216,2359015.389,1783.573
210588,701,5056545.337,2359015.39,1794.994
62985,701,5056547.068,2359015.399,1782.462
210235,701,5056546.727,2359015.406,1795.643
62735,701,5056547.434,2359015.416,1778.833
210520,701,5056544.871,2359015.417,1796.221
64035,701,5056544.138,2359015.423,1785.543
62984,701,5056547.111,2359015.423,1785.955
64669,701,5056542.923,2359015.425,1780.112
63140,701,5056546.339,2359015.427,1785.555
210355,701,5056546.414,2359015.435,1794.998
64247,701,5056543.612,2359015.444,1780.018
64466,701,5056543.274,2359015.445,1782.443
64245,701,5056543.67,2359015.454,1786.215
62707,701,5056547.944,2359015.458,1787.7
64465,701,5056543.308,2359015.466,1783.683
63050,701,5056546.749,2359015.471,1785.413
64468,701,5056543.292,2359015.472,1779.018
62986,701,5056547.152,2359015.473,1781.53
210589,701,5056545.449,2359015.474,1796.228
63463,701,5056545.575,2359015.475,1787.536
210236,701,5056546.809,2359015.478,1795.488
210441,701,5056545.652,2359015.489,1796.216
210521,701,5056544.965,2359015.49,1796.224
64671,701,5056543.032,2359015.499,1780.137
63708,701,5056545.451,2359015.519,1787.488
64246,701,5056543.748,2359015.521,1785.537
64249,701,5056543.733,2359015.537,1781.521
62987,701,5056547.234,2359015.539,1780.041
62737,701,5056547.645,2359015.541,1787.154
64467,701,5056543.414,2359015.543,1783.801
210237,701,5056546.906,2359015.545,1795.342
210522,701,5056545.043,2359015.557,1796.229
64673,701,5056543.113,2359015.569,1780.035
65324,701,5056541.561,2359015.574,1778.307
210497,701,5056546.261,2359015.586,1796.237
64469,701,5056543.455,2359015.589,1781.409
64248,701,5056543.842,2359015.595,1785.548
63054,701,5056546.908,2359015.605,1782.639
64252,701,5056543.827,2359015.611,1781.51
63053,701,5056546.914,2359015.612,1783.729
63466,701,5056545.747,2359015.614,1786.218
210238,701,5056546.988,2359015.62,1795.191
62739,701,5056547.754,2359015.627,1789.173
63052,701,5056546.952,2359015.629,1786.093
210523,701,5056545.152,2359015.634,1796.234
63144,701,5056546.626,2359015.643,1785.342
65116,701,5056542.111,2359015.648,1778.154
64675,701,5056543.222,2359015.651,1780.023
64471,701,5056543.54,2359015.655,1780.465
62988,701,5056547.415,2359015.656,1786.988
210498,701,5056546.354,2359015.66,1796.238
210356,701,5056546.714,2359015.663,1796.234
64251,701,5056543.936,2359015.666,1785.527
63711,701,5056545.662,2359015.676,1787.825
63055,701,5056546.98,2359015.676,1781.559
63765,701,5056545.144,2359015.681,1787.295
210239,701,5056547.085,2359015.691,1795.043
210525,701,5056545.213,2359015.691,1794.998
62741,701,5056547.845,2359015.696,1789.274
63146,701,5056546.668,2359015.696,1781.545
64475,701,5056543.564,2359015.697,1778.108
210524,701,5056545.231,2359015.705,1796.224
210442,701,5056545.934,2359015.711,1796.203
64474,701,5056543.612,2359015.721,1780.033
64676,701,5056543.316,2359015.725,1780.018
210357,701,5056546.792,2359015.729,1796.225
64254,701,5056544.03,2359015.744,1785.529
63818,701,5056544.836,2359015.757,1787.088
210240,701,5056547.176,2359015.764,1795.149
210527,701,5056545.306,2359015.765,1795.014
62742,701,5056547.952,2359015.773,1789.402
64473,701,5056543.699,2359015.774,1783.673
210526,701,5056545.324,2359015.779,1796.234
210443,701,5056546.011,2359015.781,1796.246
63148,701,5056546.794,2359015.786,1783.522
63410,701,5056546.466,2359015.79,1785.528
210499,701,5056546.524,2359015.798,1795.003
64678,701,5056543.41,2359015.803,1780.007
64042,701,5056544.663,2359015.819,1787.153
64677,701,5056543.447,2359015.822,1781.094
210529,701,5056545.4,2359015.835,1795.021
62743,701,5056548.043,2359015.842,1789.488
64476,701,5056543.796,2359015.845,1783.549
210528,701,5056545.418,2359015.845,1796.227
63057,701,5056547.247,2359015.853,1786.848
63150,701,5056546.933,2359015.881,1786.252
64679,701,5056543.518,2359015.884,1780.098
62993,701,5056547.714,2359015.885,1787.557
62992,701,5056547.736,2359015.895,1789.281
210531,701,5056545.478,2359015.901,1794.998
210590,701,5056545.996,2359015.902,1796.235
63471,701,5056546.106,2359015.904,1785.552
63821,701,5056545.022,2359015.906,1786.502
64258,701,5056544.262,2359015.911,1786.981
210530,701,5056545.496,2359015.915,1796.225
64479,701,5056543.892,2359015.92,1783.44
62745,701,5056548.135,2359015.92,1789.57
63213,701,5056546.627,2359015.928,1783.322
210358,701,5056547.073,2359015.943,1796.252
63059,701,5056547.365,2359015.944,1789.133
64044,701,5056544.811,2359015.949,1785.539
63516,701,5056545.997,2359015.951,1785.544
63152,701,5056547.032,2359015.956,1786.703
63770,701,5056545.482,2359015.956,1785.547
65120,701,5056542.516,2359015.963,1778.224
64681,701,5056543.623,2359015.969,1780.267
63823,701,5056545.092,2359015.972,1785.546
210591,701,5056546.074,2359015.972,1796.248
210532,701,5056545.572,2359015.975,1795.021
63473,701,5056546.2,2359015.978,1785.546
63215,701,5056546.7,2359015.989,1781.534
64259,701,5056544.358,2359015.99,1786.88
62747,701,5056548.232,2359015.994,1789.465
64480,701,5056543.988,2359015.995,1783.344
63214,701,5056546.759,2359016.021,1786.34
63771,701,5056545.595,2359016.037,1786.062
65121,701,5056542.609,2359016.041,1778.251
64683,701,5056543.707,2359016.041,1780.026
210533,701,5056545.666,2359016.045,1794.985
63153,701,5056547.165,2359016.046,1789.032
63475,701,5056546.297,2359016.057,1785.415
63218,701,5056546.792,2359016.063,1780.95
64260,701,5056544.454,2359016.065,1786.787
64481,701,5056544.085,2359016.07,1783.222
62749,701,5056548.324,2359016.072,1789.543
63217,701,5056546.863,2359016.097,1786.587
63519,701,5056546.185,2359016.103,1785.526
210592,701,5056546.244,2359016.103,1795.001
63216,701,5056546.902,2359016.11,1788.899
63826,701,5056545.28,2359016.116,1785.53
65122,701,5056542.717,2359016.122,1778.319
63477,701,5056546.361,2359016.123,1783.377
210444,701,5056546.447,2359016.126,1794.978
64262,701,5056544.535,2359016.136,1786.673
63155,701,5056547.214,2359016.141,1778.964
62751,701,5056548.416,2359016.141,1789.6
64483,701,5056544.181,2359016.148,1783.117
63521,701,5056546.249,2359016.162,1783.462
210593,701,5056546.338,2359016.177,1794.999
63478,701,5056546.447,2359016.192,1783.033
63828,701,5056545.378,2359016.198,1785.994
210445,701,5056546.541,2359016.2,1794.988
65123,701,5056542.827,2359016.204,1778.296
64263,701,5056544.631,2359016.207,1786.561
62752,701,5056548.509,2359016.211,1789.652
64686,701,5056543.938,2359016.212,1781.497
63524,701,5056546.339,2359016.24,1782.958
64049,701,5056545.205,2359016.26,1786.047
63831,701,5056545.473,2359016.268,1785.962
63523,701,5056546.424,2359016.277,1788.658
64486,701,5056544.343,2359016.282,1781.529
64264,701,5056544.728,2359016.282,1786.441
65124,701,5056542.919,2359016.285,1778.35
64687,701,5056544.031,2359016.286,1781.531
63830,701,5056545.517,2359016.287,1788.053
62754,701,5056548.6,2359016.288,1789.765
63528,701,5056546.419,2359016.301,1781.55
210500,701,5056547.183,2359016.306,1796.243
63065,701,5056547.853,2359016.314,1789.652
64051,701,5056545.296,2359016.327,1785.535
63776,701,5056545.967,2359016.329,1785.543
63157,701,5056547.52,2359016.332,1787.881
63527,701,5056546.479,2359016.334,1786.321
210446,701,5056546.713,2359016.336,1795.004
63000,701,5056548.302,2359016.34,1789.141
63526,701,5056546.518,2359016.351,1788.677
64488,701,5056544.437,2359016.356,1781.523
65125,701,5056543.014,2359016.36,1778.294
210359,701,5056547.587,2359016.362,1794.998
63481,701,5056546.693,2359016.363,1786.542
64266,701,5056544.842,2359016.366,1787.584
210501,701,5056547.259,2359016.367,1794.99
64688,701,5056544.141,2359016.368,1781.517
63531,701,5056546.494,2359016.369,1780.363
63067,701,5056547.924,2359016.38,1788.642
63778,701,5056546.054,2359016.406,1785.169
63530,701,5056546.582,2359016.406,1786.599
210534,701,5056546.137,2359016.413,1796.245
64053,701,5056545.437,2359016.423,1788.174
63777,701,5056546.115,2359016.431,1788.523
65126,701,5056543.11,2359016.435,1778.201
210360,701,5056547.681,2359016.436,1795.001
64267,701,5056544.935,2359016.444,1787.618
64690,701,5056544.234,2359016.446,1781.532
65108,701,5056543.384,2359016.446,1779.161
63780,701,5056546.156,2359016.484,1786.133
63159,701,5056547.709,2359016.487,1788.485
210535,701,5056546.231,2359016.487,1796.257
63835,701,5056545.764,2359016.498,1785.524
65128,701,5056543.218,2359016.516,1778.294
64056,701,5056545.515,2359016.518,1781.518
64268,701,5056545.027,2359016.521,1787.66
63834,701,5056545.806,2359016.522,1788.402
64692,701,5056544.344,2359016.527,1781.521
65109,701,5056543.492,2359016.531,1779.248
63783,701,5056546.202,2359016.532,1781.536
210594,701,5056546.791,2359016.535,1795.005
63782,701,5056546.206,2359016.539,1782.681
63224,701,5056547.455,2359016.55,1788.01
63485,701,5056546.889,2359016.556,1778.865
63836,701,5056545.855,2359016.568,1785.004
64493,701,5056544.707,2359016.577,1780.039
210361,701,5056547.868,2359016.58,1795.02
65129,701,5056543.316,2359016.594,1778.768
64269,701,5056545.136,2359016.599,1787.69
64694,701,5056544.438,2359016.601,1781.524
63071,701,5056548.22,2359016.604,1789.336
63784,701,5056546.281,2359016.608,1780.819
64492,701,5056544.792,2359016.624,1785.076
210536,701,5056546.403,2359016.624,1796.229
63005,701,5056548.664,2359016.63,1790.392
64057,701,5056545.671,2359016.63,1785.54
63838,701,5056545.916,2359016.632,1783.742
63837,701,5056545.957,2359016.646,1785.969
64270,701,5056545.213,2359016.669,1787.733
65130,701,5056543.42,2359016.671,1778.332
64695,701,5056544.532,2359016.672,1781.519
65340,701,5056542.96,2359016.673,1778.627
63536,701,5056546.873,2359016.676,1778.897
210537,701,5056546.497,2359016.698,1796.222
63839,701,5056546.009,2359016.701,1782.431
64058,701,5056545.763,2359016.701,1784.936
64494,701,5056544.902,2359016.702,1785.044
2275930,701,5056548.77,2359016.703,1790.54
63785,701,5056546.469,2359016.721,1786.774
64273,701,5056545.281,2359016.721,1785.527
64272,701,5056545.307,2359016.739,1787.757
64060,701,5056545.782,2359016.74,1779.463
65131,701,5056543.528,2359016.752,1778.402
64697,701,5056544.625,2359016.753,1781.524
210595,701,5056547.075,2359016.755,1796.236
64059,701,5056545.839,2359016.769,1783.691
63840,701,5056546.078,2359016.771,1781.508
210447,701,5056547.278,2359016.774,1796.234
2275931,701,5056548.87,2359016.778,1790.941
64495,701,5056544.995,2359016.78,1785.07
210362,701,5056548.152,2359016.796,1796.258
63787,701,5056546.586,2359016.804,1789.118
64274,701,5056545.415,2359016.816,1787.781
64914,701,5056543.863,2359016.828,1778.103
63074,701,5056548.507,2359016.829,1790.423
210596,701,5056547.169,2359016.829,1796.218
64699,701,5056544.731,2359016.833,1782.339
65132,701,5056543.622,2359016.834,1778.377
64062,701,5056545.919,2359016.835,1782.31
63842,701,5056546.149,2359016.836,1779.143
210448,701,5056547.371,2359016.844,1796.248
64496,701,5056545.077,2359016.851,1784.926
2275932,701,5056548.963,2359016.855,1790.979
210363,701,5056548.23,2359016.862,1796.245
64277,701,5056545.469,2359016.873,1785.524
64276,701,5056545.493,2359016.89,1787.807
64063,701,5056545.972,2359016.895,1780.033
63075,701,5056548.6,2359016.903,1790.48
63790,701,5056546.655,2359016.903,1778.888
64700,701,5056544.839,2359016.914,1782.396
64915,701,5056543.982,2359016.918,1779.039
2275933,701,5056549.052,2359016.924,1791.168
64497,701,5056545.188,2359016.928,1785.498
210364,701,5056548.324,2359016.936,1796.249
210502,701,5056547.996,2359016.937,1796.248
63540,701,5056547.262,2359016.938,1788.293
64279,701,5056545.551,2359016.942,1784.677
63843,701,5056546.357,2359016.958,1786.943
64065,701,5056546.062,2359016.967,1778.876
64278,701,5056545.602,2359016.968,1787.846
2284422,701,5056548.703,2359016.973,1793.419
65133,701,5056543.816,2359016.987,1778.775
64917,701,5056544.076,2359016.992,1779.019
64701,701,5056544.947,2359016.995,1782.487
